,Country,Land,BMZ Nummer,Projektführendes Referat,Vorhabenbezeichnung,Inhaltliche Erläuterung,Haushaltstitel,Projektbeginn,Geplantes Projektende,Auftragsbetrag gesamt BMZ-Mittel,Auszahlungsbetrag gesamt,Geplante Beauftragungen 2023,Ländernamen
9,Philippinen,PHL,2021.2214.1,414.0,Cities Finance Facility (CFF),"Die Cities Finance Facility (CFF) berät Städte bei der Vorbereitung und Finanzierung von sozial inklusiven Stadtentwicklungsprojekten, die zu Minderung und Anpassung an den Klimawandel beitragen (Leitungsschwerpunkt Just Transition). Die CFF als Multigeberpartnerschaft wird durch eine Kombi-Finanzierung mit dem britischen Ministerium Department for Business, Energy and Industrial Strategy (BEIS) sowie durch die französische Agence Francaise du Development aufgestockt, USAid plant ebenfalls einen Beitrag ab 2023. Die Aufstockung durch Kombi-Finanzierungen weiterer Geber ermöglicht der CFF, ihre Projekte zu skalieren und politische Sichtbarkeit durch eine Geberallianz zu stärken.","Kap. 2301 Tit. 896 03 
(TZ)",2021-04-01 00:00:00.000,2024-10-31 00:00:00,7250000.0,5856059.52,0.0,"Brasilien, Kolumbien, Ecuador, Ghana, Indonesien, Indien, Malaysia, Peru, Philippinen, Sierra Leone, Senegal, Südafrika"
11,Ruanda,RWA,2020.2159.0,422.0,NDC Assist II - Stärkung der Finanzierung und Umsetzung nationaler Klimabeiträge,"Zielt darauf ab, Kapazitäten ausgewählter NDCP Mitgliedsländer sowie ausgewählter Akteure des Privatsektors für die Finanzierung und Umsetzung ihrer NDCs zu stärken. Regional Pacific NDC Hub: Unterstützung von 14 PICs bei der ambitionierten Gestaltung und Umsetzung ihrer NDCs. Änderungsangebot eingereicht (falls gebilligt: Verlängerung bis 12/25 und zusätzliche Komponente Art. 6).","Kap. 2301 Tit. 896 03 
(TZ)",2020-10-08 00:00:00.000,2024-12-31 00:00:00,14300000.0,5183470.39,1500000.0,"Albanien, Burkina Faso, Fidschi, Indonesien, Kenia, St. Lucia, Nigeria, Peru, Ruanda, Südafrika"
12,Philippinen,PHL,2021.2031.9,423.0,Globalvorhaben CONNEX Support Unit II,"Die Multigeberfinanzierte CONNEX Support Unit soll Schwellenländer darin unterstützen, den entwicklungspolitischen Nutzen von Investitionen zu erhöhen.","Kap. 2301 Tit. 896 03 
(TZ)",2021-03-01 11:00:00.000,2024-02-29 11:00:00,7000000.0,3669121.03,0.0,"Afghanistan, Argentinien, Ecuador, Liberia, Mongolei, Mauretanien, Montserrat, Panama, Philippinen, Ruanda, Senegal"
14,Ghana,GHA,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Guatemala,GTM,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
2,Thailand,THA,2021.2006.1,112.0,Allianzen für Handelserleichterungen,Die Leistungsfähigkeit von Regierungen für die Umsetzung von Trade Facilitation Maßnahmen unter Einbeziehung des Privatsektors sind gestärkt,"Kap. 2301 Tit. 896 03 
(TZ)",2021-01-26 00:00:00.000,2024-01-31 11:00:00,14350000.0,8094199.24,1500000.0,"Ecuador, Ghana, Indonesien, Jordanien, Kenia, Marokko, Montenegro, Nigeria, Senegal, Thailand"
4,Marokko,MAR,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
8,Tansania,TZA,2021.2211.7,411.0,Bekämpfung Illegaler Finanzströme (IFF),"Das GV stärkt globale, regionale und nationale Systeme zur entwicklungsorientierten Bekämpfung illegaler Finanzströme. Thematische Schwerpunkte sind Prävention, Finanzermittlung und Vermögensrückführung. Die regionalen Schwerpunkte sind Afrika, Lateinamerika und der Westbalkan, mit jeweils eigenen Regionalbüros. NOR kofinanziert das Vorhaben mit 5,85 Mio. EUR.","Kap. 2301 Tit. 896 03 
(TZ)",2021-10-01 09:59:59.999,2024-09-30 00:00:00,15000000.0,6683731.33,0.0,"Albanien, Bosnien und Herzegovina, Ghana, Kenia, Nordmazedonien, Peru, Serbien, Senegal, Tunesien, Tansania, Uganda, Kosovo"
9,Sierra Leone,SLE,2021.2214.1,414.0,Cities Finance Facility (CFF),"Die Cities Finance Facility (CFF) berät Städte bei der Vorbereitung und Finanzierung von sozial inklusiven Stadtentwicklungsprojekten, die zu Minderung und Anpassung an den Klimawandel beitragen (Leitungsschwerpunkt Just Transition). Die CFF als Multigeberpartnerschaft wird durch eine Kombi-Finanzierung mit dem britischen Ministerium Department for Business, Energy and Industrial Strategy (BEIS) sowie durch die französische Agence Francaise du Development aufgestockt, USAid plant ebenfalls einen Beitrag ab 2023. Die Aufstockung durch Kombi-Finanzierungen weiterer Geber ermöglicht der CFF, ihre Projekte zu skalieren und politische Sichtbarkeit durch eine Geberallianz zu stärken.","Kap. 2301 Tit. 896 03 
(TZ)",2021-04-01 00:00:00.000,2024-10-31 00:00:00,7250000.0,5856059.52,0.0,"Brasilien, Kolumbien, Ecuador, Ghana, Indonesien, Indien, Malaysia, Peru, Philippinen, Sierra Leone, Senegal, Südafrika"
11,Südafrika,ZAF,2020.2159.0,422.0,NDC Assist II - Stärkung der Finanzierung und Umsetzung nationaler Klimabeiträge,"Zielt darauf ab, Kapazitäten ausgewählter NDCP Mitgliedsländer sowie ausgewählter Akteure des Privatsektors für die Finanzierung und Umsetzung ihrer NDCs zu stärken. Regional Pacific NDC Hub: Unterstützung von 14 PICs bei der ambitionierten Gestaltung und Umsetzung ihrer NDCs. Änderungsangebot eingereicht (falls gebilligt: Verlängerung bis 12/25 und zusätzliche Komponente Art. 6).","Kap. 2301 Tit. 896 03 
(TZ)",2020-10-08 00:00:00.000,2024-12-31 00:00:00,14300000.0,5183470.39,1500000.0,"Albanien, Burkina Faso, Fidschi, Indonesien, Kenia, St. Lucia, Nigeria, Peru, Ruanda, Südafrika"
12,Ruanda,RWA,2021.2031.9,423.0,Globalvorhaben CONNEX Support Unit II,"Die Multigeberfinanzierte CONNEX Support Unit soll Schwellenländer darin unterstützen, den entwicklungspolitischen Nutzen von Investitionen zu erhöhen.","Kap. 2301 Tit. 896 03 
(TZ)",2021-03-01 11:00:00.000,2024-02-29 11:00:00,7000000.0,3669121.03,0.0,"Afghanistan, Argentinien, Ecuador, Liberia, Mongolei, Mauretanien, Montserrat, Panama, Philippinen, Ruanda, Senegal"
14,Gambia,GMB,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Indonesien,IDN,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Malawi,MWI,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
8,Uganda,UGA,2021.2211.7,411.0,Bekämpfung Illegaler Finanzströme (IFF),"Das GV stärkt globale, regionale und nationale Systeme zur entwicklungsorientierten Bekämpfung illegaler Finanzströme. Thematische Schwerpunkte sind Prävention, Finanzermittlung und Vermögensrückführung. Die regionalen Schwerpunkte sind Afrika, Lateinamerika und der Westbalkan, mit jeweils eigenen Regionalbüros. NOR kofinanziert das Vorhaben mit 5,85 Mio. EUR.","Kap. 2301 Tit. 896 03 
(TZ)",2021-10-01 09:59:59.999,2024-09-30 00:00:00,15000000.0,6683731.33,0.0,"Albanien, Bosnien und Herzegovina, Ghana, Kenia, Nordmazedonien, Peru, Serbien, Senegal, Tunesien, Tansania, Uganda, Kosovo"
9,Senegal,SEN,2021.2214.1,414.0,Cities Finance Facility (CFF),"Die Cities Finance Facility (CFF) berät Städte bei der Vorbereitung und Finanzierung von sozial inklusiven Stadtentwicklungsprojekten, die zu Minderung und Anpassung an den Klimawandel beitragen (Leitungsschwerpunkt Just Transition). Die CFF als Multigeberpartnerschaft wird durch eine Kombi-Finanzierung mit dem britischen Ministerium Department for Business, Energy and Industrial Strategy (BEIS) sowie durch die französische Agence Francaise du Development aufgestockt, USAid plant ebenfalls einen Beitrag ab 2023. Die Aufstockung durch Kombi-Finanzierungen weiterer Geber ermöglicht der CFF, ihre Projekte zu skalieren und politische Sichtbarkeit durch eine Geberallianz zu stärken.","Kap. 2301 Tit. 896 03 
(TZ)",2021-04-01 00:00:00.000,2024-10-31 00:00:00,7250000.0,5856059.52,0.0,"Brasilien, Kolumbien, Ecuador, Ghana, Indonesien, Indien, Malaysia, Peru, Philippinen, Sierra Leone, Senegal, Südafrika"
12,Senegal,SEN,2021.2031.9,423.0,Globalvorhaben CONNEX Support Unit II,"Die Multigeberfinanzierte CONNEX Support Unit soll Schwellenländer darin unterstützen, den entwicklungspolitischen Nutzen von Investitionen zu erhöhen.","Kap. 2301 Tit. 896 03 
(TZ)",2021-03-01 11:00:00.000,2024-02-29 11:00:00,7000000.0,3669121.03,0.0,"Afghanistan, Argentinien, Ecuador, Liberia, Mongolei, Mauretanien, Montserrat, Panama, Philippinen, Ruanda, Senegal"
14,Indonesien,IDN,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Indien,IND,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Mexiko,MEX,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
8,Kosovo,XKX,2021.2211.7,411.0,Bekämpfung Illegaler Finanzströme (IFF),"Das GV stärkt globale, regionale und nationale Systeme zur entwicklungsorientierten Bekämpfung illegaler Finanzströme. Thematische Schwerpunkte sind Prävention, Finanzermittlung und Vermögensrückführung. Die regionalen Schwerpunkte sind Afrika, Lateinamerika und der Westbalkan, mit jeweils eigenen Regionalbüros. NOR kofinanziert das Vorhaben mit 5,85 Mio. EUR.","Kap. 2301 Tit. 896 03 
(TZ)",2021-10-01 09:59:59.999,2024-09-30 00:00:00,15000000.0,6683731.33,0.0,"Albanien, Bosnien und Herzegovina, Ghana, Kenia, Nordmazedonien, Peru, Serbien, Senegal, Tunesien, Tansania, Uganda, Kosovo"
9,Südafrika,ZAF,2021.2214.1,414.0,Cities Finance Facility (CFF),"Die Cities Finance Facility (CFF) berät Städte bei der Vorbereitung und Finanzierung von sozial inklusiven Stadtentwicklungsprojekten, die zu Minderung und Anpassung an den Klimawandel beitragen (Leitungsschwerpunkt Just Transition). Die CFF als Multigeberpartnerschaft wird durch eine Kombi-Finanzierung mit dem britischen Ministerium Department for Business, Energy and Industrial Strategy (BEIS) sowie durch die französische Agence Francaise du Development aufgestockt, USAid plant ebenfalls einen Beitrag ab 2023. Die Aufstockung durch Kombi-Finanzierungen weiterer Geber ermöglicht der CFF, ihre Projekte zu skalieren und politische Sichtbarkeit durch eine Geberallianz zu stärken.","Kap. 2301 Tit. 896 03 
(TZ)",2021-04-01 00:00:00.000,2024-10-31 00:00:00,7250000.0,5856059.52,0.0,"Brasilien, Kolumbien, Ecuador, Ghana, Indonesien, Indien, Malaysia, Peru, Philippinen, Sierra Leone, Senegal, Südafrika"
14,Indien,IND,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Kenia,KEN,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Nigeria,NGA,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Irak,IRQ,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Laos,LAO,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Peru,PER,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Jordanien,JOR,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
0,Mongolei,MNG,2020.2256.4,101.0,Unterstützung der internationalen Allianz zur Reduzierung von Gesundheitsrisiken im Wildtierhandel,"Eine internationale Allianz wird als interdisziplinäre, inklusive Austausch-Plattform etabliert, um wissenschaftliche Evidenz in die Praxis und konkrete Policy-Empfehlungen zu übersetzen. So verbreitet sie erfolgreich Ansätze zur Reduzierung von Risiken der Umwelt-, Human- und Tiergesundheit im Umgang mit Wildtieren und Wildtierprodukten entlang der gesamten Handelskette.","Kap. 2301 Tit. 896 03 
(TZ)",2020-12-15 00:00:00.000,2024-12-31 00:00:00,8500000.0,2703186.25,3215000.0,"Angola, Bolivien, Brasilien, Bhutan, Botsuana, Kongo Dem. Rep., Kongo Republik, Kamerun, China VR, Guatemala, Indonesien, Indien, Kenia, Laos, Mongolei, Nigeria, Philippinen, Thailand, Vietnam, Sambia"
4,Philippinen,PHL,2018.2085.1,122.0,Fonds zur Förderung der personellen Zusammenarbeit mit Partnern der internationalen Agrarforschung - PIAF,"Vorhaben zum strategischen Aufbau von Kapazitäten in internationalen Agrarforschungsein-richtungen der Globalen Forschungspartnerschaft für eine ernährungssichere Zukunft (CGIAR) durch Entsendung von CIM Integrierten Fachkräften. Dies trägt dazu bei, dass Forschungsergebnisse in entwicklungsrelevante Fortschritte für Kleinbäuer*innn umgewandelt werden können.","Kap. 2301 Tit. 896 03 
(TZ)",2018-12-10 00:00:00.000,2024-09-30 00:00:00,10600000.0,7612686.52,0.0,"Kolumbien, Ägypten, Äthiopien, Ghana, Honduras, Indonesien, Indien, Kenia, Sri Lanka, Marokko, Malawi, Mexiko, Nigeria, Peru, Philippinen, Thailand, Tansania, Uganda, Vietnam"
14,Kenia,KEN,"2019.2146.9,
2023.2163.6",500.0,Programm Migration und Diaspora,"Förderung positiver Effeke von Migration durch Migrationsberatung, Rückkehrende Fachkräfte, Diasporaförderung, Migrationspolitikberatung; soll ab 1.06. 2023 in ein Folgevorhaben übergehen ""Migration entwicklungspolitisch gestalten mit folgendem Inhalt: Migrationspolitikberatung und Aufbau von Kapazitäten von Partnerstrukturen, insbes. im Bereich Feministische Entwicklungspolitik (Globale Sorgeketten, prekäre Arbeit) und Diasporaförderung, Partnerschaften mit mulilateralen Akteuren.  ","Kap. 2301 Tit. 896 03 
(TZ)",2019-05-12 00:00:00.000,2023-06-30 00:00:00,94950000.0,78750430.57,24000000.0,"Afghanistan, Albanien, Kamerun, Kolumbien, Ecuador, Ägypten, Äthiopien, Georgien, Ghana, Gambia, Indonesien, Indien, Irak, Jordanien, Kenia, Marokko, Nigeria, Nepal, Peru, Pakistan, Palästinensische Gebiete, Serbien, Senegal, Tunesien, Ukraine, Vietnam, Kosovo"
